번호,제작연도,영화명,장르,감독,프로듀서,각본,캐스팅,크랭크인,크랭크업,제공,배급,제작사,개봉(예정),비고
753,2015,역모-반란의 시대,"사극,액션",김홍선,양선모,"김홍선 , 권순규 , 김황성","정해인 , 김지훈 , 조재윤 , 이원종 , 박동선 , 박성호 , 박호산 , 오유진 , 이동준 , 이정우 , 정지훈 , 이승비",2015-07-27,2015-08-30,(주)스톰픽쳐스코리아,(주)스톰픽쳐스코리아,"Picsso , (주)원픽쳐스",2017-11-23,
754,2016,아기와 나,드라마,손태겸,"이보림 , 이지승",손태겸,"이이경 , 정연주 , 조경창 , 이승현 , 가심현 , 최초아 , 오희준 , 박명신 , 류경수 , 전신환 , 박순천 , 안민영 , 정인기",2015-10-19,2015-12-06,영화진흥위원회,CGV아트하우스,한국영화아카데미,2017-11-23,2016 BIFF 한국영화의 오늘-비전 부문 초청작/2016 서울독립영화제 새로운 선택 부문 초청작/2017 브졸국제아시아영화제 에밀기메상 수상/2017 무주산골영화제 전북영화비평포럼상 수상
755,2017,국정교과서 516일 : 끝나지 않은 역사전쟁,다큐멘터리,백승우,,백승우,"한홍구 , 박한용 , 김민철 , 이준식 , 하일식 , 이동기 , 안병우 , 한상권 , 이동욱",2016-09,2017-01,,(주)아우라픽처스,(주)아우라픽처스,2017-11-23,2017 JIFF 코리아 시네마스케이프 부문 초청작
756,2017,푸른노을,드라마,박규식,방성민,김태곤,"박인환 , 오미희 , 이재용 , 남경읍 , 서정호 , 엄에녹 , 윤철호 , 이경재 , 이승희 , 이현우 , 박명신 , 최유하 , 김현숙",2016-10-24,2016-11-23,,(주)드림팩트엔터테인먼트,(주)마이더스필름,2017-11-23,
757,2017,반드시 잡는다,스릴러,김홍선,황상길,"박원진 , 유갑열 , 이찬영 , 김민성","백윤식 , 성동일 , 천호진 , 배종옥 , 조달환 , 김혜인 , 박형수 , 손종학 , 이칸희 , 박지현 , 이정은 , 조건희 , 이재윤 , 천준호 , 강병희 , 권인호 , 선호삼 , 강말금 , 신문성 , 오희준 , 유수빈 , 손성찬 , 유재명 , 이민웅 , 승의열 , 김현 , 조현식 , 김민상 , 정성일 , 이도국 , 정유민",2016-10-24,2017-01-20,(주)넥스트엔터테인먼트월드(NEW),(주)넥스트엔터테인먼트월드(NEW),"(주)에이디사공육 , 씨네주 유한회사",2017-11-29,제피가루 웹툰 『아리동 라스트 카우보이』 원작
758,2017,기억의 밤,"미스터리,스릴러",장항준,"박준식 , 김솔",장항준,"강하늘 , 김무열 , 문성근 , 나영희 , 최고 , 박윤식 , 박재영 , 이동근 , 이동진 , 이승용 , 남명렬 , 김현목 , 이성우 , 이나라 , 안민영 , 박경찬",2017-03-11,2017-06-08,"주식회사 키위컴퍼니 , 메가박스중앙(주)플러스엠","메가박스중앙(주)플러스엠 , 주식회사 키위컴퍼니",(주)비에이엔터테인먼트,2017-11-29,
759,2016,아들에게 가는 길,"가족,드라마",최낙권,"김서곤 , 박영대 , 윤동실",최낙권,"김은주 , 서성광 , 황미숙 , 하민우 , 이로운 , 이승호 , 홍진아 , 곽나연",2016-02-15,2016-03-02,(주)에스와이코마드,"(주)에스와이코마드 , 글뫼 주식회사",리얼곤시네마,2017-11-30,"2016 영진위 장편독립영화후반작업현물지원작/2016 장애인영화제 관객심사단상, 우수상 수상"
760,2016,실종2,스릴러,조성규,조은경,조성규,"함은정 , 이원종 , 서준영 , 김혜나 , 배호근 , 정두원 , 조선묵 , 조은경 , 최원",2016-08-17,2016-09-08,,(주)드림팩트엔터테인먼트,(주)영화공장,2017-11-30,속편
761,2016,프레스,드라마,최정민,최정민,최정민,"진용욱 , 목규리 , 김경옥 , 문수현 , 송상훈",2015-07-16,2015-07-30,,레드무비,씨네마캣 픽쳐스,2017-11-30,2015 경남문화예술진흥원 경남독립영화제작지원작/2015 영진위 상반기 장편독립영화 카메라지원작/2016 JIFF 코리아 한국경쟁 부문 초청작/2017 영진위 상반기 저예산영화개봉지원작
762,2017,남한산성,"사극,드라마",황동혁,한흥석,황동혁,"이병헌 , 김윤석 , 박해일 , 고수 , 박희순 , 조우진 , 박주운 , 박지원 , 백동현 , 서병철 , 장정국 , 이정호 , 이호중 , 권효민 , 신희철 , 한창현 , 허성태 , 이장유 , 곽자형 , 강덕중 , 박지일 , 최희도 , 엄지만",2016-11-21,2017-04-25,(주)씨제이이엔엠,(주)씨제이이엔엠,(주)싸이런픽쳐스,2017-10-03,김훈 동명 소설 원작
763,2017,범죄도시,"범죄,액션",강윤성,"유영채 , 김솔",강윤성,"마동석 , 윤계상 , 조재윤 , 최귀화 , 박상규 , 유지연 , 최성재 , 이경원 , 이태규 , 진선규 , 허동원 , 김성규 , 박지환 , 오민애 , 허성태 , 이성우 , 민무제 , 한성천 , 홍기준 , 배진웅 , 정인기 , 서문호 , 윤주 , 박기륭 , 정인겸 , 하준 , 김용호",2017-02-27,2017-07-19,(주)키위미디어그룹,"메가박스중앙(주)플러스엠 , (주)키위미디어그룹","(주)홍필름 , (주)비에이엔터테인먼트",2017-10-03,
764,2017,넛잡 2,"애니메이션,어드벤처,코미디,가족",캘런 브런커,"해리 린든 , 김종수 , 이영기 , 김종한 , 밥 발렌 , 김성환","밥 발렌 , 캘런 브런커 , 스콧 빈들리","윌 아넷 , 캐서린 헤이글 , 성룡 , 이사벨라 모너",2014-01,2017-06,,롯데쇼핑㈜롯데엔터테인먼트,"(주)레드로버 , 툰박스 엔터테인먼트",2017-10-03,
765,2015,희생부활자,"미스터리,스릴러",곽경택,"연영식 , 한기준",곽경택,"김래원 , 김해숙 , 성동일 , 전혜진 , 장영남 , 박은혜 , 장성훈 , 전인한 , 정현수 , 오세진 , 이승진 , 함영준 , 이주연 , 이준혁 , 이확광 , 김성구 , 이지원 , 오대환 , 현봉식 , 전광진 , 강소연 , 이언수",2015-09-30,2015-12-21,(주)쇼박스,(주)쇼박스,"(주)영화사 신세계 , (주)바른손이앤에이",2017-10-12,A.K.A. 부활/박하익 소설 『종료되었습니다』 원작
766,2017,대장 김창수,드라마,이원태,"김영호 , 김솔",이원태,"조진웅 , 송승헌 , 정만식 , 정진영 , 신정근 , 유승목 , 정규수 , 이서원 , 곽동연 , 박소담 , 박재영 , 박정숙 , 박지훈 , 서주연 , 최서윤 , 이신우 , 이원태 , 이정철 , 이정현 , 홍재식 , 황정용 , 염혜란 , 오안진 , 한성천 , 이정현 , 전배수 , 배진웅 , 김시우 , 김재영 , 황재필 , 차영우 , 전정일",2016-11-07,2017-04-20,주식회사 키위컴퍼니,"(주)키다리이엔티 , 주식회사 키위컴퍼니","(주)비에이엔터테인먼트 , (주)무비스퀘어",2017-10-19,
767,2015,가을 우체국,"멜로/로맨스,드라마",임왕태,유연수,김전한,"보아 , 이학주 , 임현식 , 오광록 , 송옥숙 , 조희봉 , 박현수 , 이수정 , 황석하",2015-10-23,2015-11-20,(주)에스와이코마드,(주)에스와이코마드,"BPM 엔터테인먼트 , 동아방송예술대학교산학협력단 , HATCH FILM , (주)미디어테라스",2017-10-19,2017 JIFF 코리아 시네마스케이프 부문 초청작
768,2017,유리정원,"미스터리,드라마",신수원,임충근,신수원,"문근영 , 서태화 , 조예리 , 정애화 , 이승아 , 이기혁 , 김태훈 , 박현영 , 김봉수",2016-05-27,2016-07-24,(주)리틀빅픽쳐스,(주)리틀빅픽쳐스,준필름,2017-10-25,2015 영진위 예술영화제작지원작
769,2017,미스 프레지던트,다큐멘터리,김재환,김재환,김재환,박정희,2016-06,2017-04,,(주)인디플러그,주식회사 단유필름,2017-10-26,2017 JIFF 코리아 시네마스케이프 부문 초청작
770,2017,그리다,드라마,"장호준 , 이인의 , 박재영","이동현 , 이은주 , 박영준","장호준 , 이인의 , 박재영","서준영 , 한가림 , 황상경 , 박지연 , 고은민 , 정인기 , 장준휘 , 박혜진 , 이상훈",2015-08,2017-02,,㈜인디스토리,,2017-10-26,통일부 '평화와 통일 영화 제작지원 시나리오 공모전' 수상작 중 3편을 묶은 옴니버스/미디액트 배급지원작
771,2017,내 친구 정일우,다큐멘터리,김동원,,"신명자 , 전주희 , 김동원","박문수 , 박준 , 이재희 , 김동원",2015-04,2017-04,,(주)시네마달,푸른영상,2017-10-26,2017 DMZ국제다큐영화제 한국다큐쇼케이스 부문 초청작/2017 정동진독립영화제 땡그랑동전상 수상
772,2016,살인자의 기억법,"범죄,스릴러",원신연,구태진,"원신연 , 황조윤","설경구 , 김남길 , 설현 , 오달수 , 이현명 , 장정윤 , 전동성 , 전동성 , 전동성 , 전승표 , 백연정 , 백연정 , 정동석 , 정동석 , 유지현 , 윤선용 , 추동우 , 함연주 , 이종건 , 박상욱 , 박상운 , 전승표 , 김정영 , 이병준 , 김혜윤 , 최유송 , 김경민 , 정인겸 , 엄지만",2015-10-30,2016-01-30,(주)쇼박스,(주)쇼박스,"(주)쇼박스 , (주)더블유픽처스 , (주)그린피쉬 , 영화사 이창",2017-09-06,김영하 동명 소설 원작/2015 영진위 영화현장응급의료지원작
773,2016,안녕 히어로,다큐멘터리,한영희,홍지유,,"김현우 , 김정운 , 이정아",2012-11,2016-09,,(주)시네마달,성소수문화환경을 위한 모임 '연분홍치마',2017-09-07,2016 DMZ국제다큐영화제 한국경쟁 부문 초청작/2017 인디다큐페스티발 국내 신작전 초청작/2017 서울인권영화제 국내 작품 부문 초청작/2017 인디포럼 신작전 - 장편 부문 초청작/2017 영진위 상반기 저예산영화개봉지원작
774,2017,저수지 게임,다큐멘터리,최진성,"김보람 , 김보람",,"주진우 , 주진우",2015-12,2017-08,,(주)스마일이엔티,프로젝트 부,2017-09-07,
775,2017,시인의 사랑,드라마,김양희,이정은,김양희,"양익준 , 전혜진 , 정가람 , 이은주 , 허건우 , 이지은 , 이한나 , 백지원 , 홍연이 , 강지혜",2016-12-21,2017-01-20,CGV아트하우스,CGV아트하우스,"(주)영화사진 , (주)미인픽쳐스",2017-09-14,"2016 JIFF 전주프로젝트마켓 극영화 피칭 부문 최우수상, 관객상 수상/2017 JIFF 전주 시네마 프로젝트"
776,2017,여배우는 오늘도,"드라마,코미디",문소리,구정아,"문소리 , 문소리 , 문소리","문소리 , 성병숙 , 윤상화 , 전여빈 , 이승훈 , 이정은 , 이정현 , 김래원 , 오민애 , 이승연",2013-11,2015-05,,(주)메타플레이,(주)영화사 연두,2017-09-14,
777,2017,구세주: 리턴즈,코미디,송창용,"도위석 , 윤현덕","안원회 , 송창용","최성국 , 김성경 , 이준혁 , 송재하 , 정이연 , 한보민 , 안창화 , 배진웅 , 권범택",2016-10-07,2016-11-30,(주)박수엔터테인먼트,(주)박수엔터테인먼트,(주)메가커뮤니케이션즈,2017-09-14,
778,2016,사월의 끝,"미스터리,스릴러",김광복,"김형준 , 이대영 , 정진욱",김광복,"박지수 , 이빛나 , 장소연 , 윤근 , 최나영 , 최수복 , 이은지 , 연송하 , 이양희 , 홍완표 , 이혁 , 이은지",2015-10-05,2015-10-23,,(주)무빙픽쳐스컴퍼니,코라필름,2017-09-14,2015 전주영상위원회 전북영화제작 인큐베이션 지원작/2017 BiFan 코리안 판타스틱 여우주연상 수상
779,2017,"귀향, 끝나지 않은 이야기","드라마,다큐멘터리",조정래,"박주현 , 이혜진 , 임성철",조정래,"박지희 , 강하나 , 서미지 , 홍세나 , 김시은 , 남상지 , 최리 , 정무성 , 류신 , 임성철 , 이승현 , 오지혜 , 정인기 , 김민수 , 박주현 , 박진경 , 안재성 , 장현익 , 정부경 , 정세연 , 정승현 , 윤혜영 , 이경훈 , 이수현 , 이승현 , 이여원 , 이옥선 , 이용수 , 이유진 , 함현상 , 이재혁 , 이지수 , 이지은 , 이지은 , 이채현 , 김은나 , 김은나",2016-07,2017-04,,커넥트픽쳐스(주),주식회사 제이오엔터테인먼트코리아,2017-09-14,
780,2017,아이 캔 스피크,코미디,김현석,"이하영 , 최주섭 , 유은정",유승희,"나문희 , 이제훈 , 박철민 , 염혜란 , 성유빈 , 김소진 , 이상희 , 정연주 , 이지훈 , 손숙 , 박준서 , 이정현 , 홍상원 , 황연희 , 이재인 , 우지현 , 이신성 , 최수인 , 우상기 , 이대연 , 이정현 , 손성찬 , 정원창 , 김자영 , 김경덕 , 손경원 , 설창희 , 정태야 , 추연규 , 이승민 , 이범규",2017-03-29,2017-06-26,(주)리틀빅픽쳐스,"롯데쇼핑㈜롯데엔터테인먼트 , (주)리틀빅픽쳐스","주식회사 영화사 시선 , (주)명필름",2017-09-21,2015 영진위 가족영화제작지원작
781,2017,이웃집 스타,코미디,김성욱,감성진,조일주,"한채영 , 진지희 , 임슬옹 , 신상열 , 이현학 , 안지환 , 정인기",2016-10-18,2016-11-21,(주)스톰픽쳐스코리아,(주)스톰픽쳐스코리아,(주)컬처캡코리아,2017-09-21,
782,2016,분장,드라마,남연우,이왕형,남연우,"안성민 , 홍정호 , 박보연 , 박세준 , 박준서 , 전민희 , 정권지 , 정효진 , 최정길 , 이상민 , 이상화 , 이수광 , 이승희 , 이왕형 , 이호성 , 남연우 , 김주현 , 김정영 , 오도이 , 양조아 , 양조아 , 허지원 , 허정도 , 강지혜",2016-01-11,2016-01-25,,무브먼트,이야기秀CUT,2017-09-27,
783,2017,땐뽀걸즈,다큐멘터리,이승문,고정훈,,"이규호 , 김현빈 , 배은정 , 박혜영 , 박지현 , 박시영 , 심예진 , 김효인 , 이현희 , 박지현 , 박혜영",2016-07,2017-06,,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),KBS,2017-09-27,
784,2016,다시 태어나도 우리,다큐멘터리,"문창용 , 전진","문창용 , 전진",,,2009,2016,,(주)엣나인필름,"소나무필름 , (주)프로섬",2017-09-27,"2014 한국콘텐츠진흥원 방송영상콘텐츠 제작지원작/2014 방송콘텐츠진흥재단 방송영상제작지원작/2014 DMZ국제다큐영화제 제작지원작/2016 DMZ국제다큐영화제 아름다운 기러기상 수상/2016 BIFF 와이드엥글 부문 초청작/2017 베를린국제영화제 제너레이션 KPlus 그랑프리 수상/2017 시애틀국제영화제 다큐멘터리 부문 심사위원대상 수상/2017 트렌토산악영화제 관객상 수상/2017 모스크바국제다큐멘터리영화제 그랑프리, 편집상 수상"
785,2017,택시운전사,드라마,장훈,서강호,엄유나,"이수민 , 송강호 , 토마스 크레취만 , 유해진 , 류준열 , 박혁권 , 최귀화 , 이창섭 , 이호균 , 서정우 , 송병철 , 안용우 , 오석규 , 윤석진 , 이새별 , 이성호 , 이정은 , 이주영 , 황민형 , 김신웅 , 김진상 , 김화목 , 차순배 , 김대현 , 서현우 , 이봉련 , 홍완표 , 문광식 , 류성현 , 백인권 , 허정도 , 손경원 , 한사명 , 한이진",2016-06-05,2016-10-23,(주)쇼박스,(주)쇼박스,더램프(주),2017-08-02,2017 판타지아영화제 남우주연상 수상
786,2016,여자들,드라마,이상덕,박제영,이상덕,"최시형 , 전여빈 , 채서진 , 요조 , 유이든 , 전소니 , 차원영 , 이종필",2015-09,2016-04,,㈜인디스토리,콧수염필름즈,2017-08-03,2016 서울독립영화제 특별초청 부문 초청작
787,2017,청년경찰,액션,김주환,이준우,김주환,"박서준 , 강하늘 , 성동일 , 박승호 , 한도진 , 박하선 , 정다은 , 김규백 , 이하준 , 이현일 , 임대현 , 박정훈 , 장석진 , 서은지 , 서정우 , 서지원 , 신정화 , 조윤주 , 우상기 , 이강재 , 이다영 , 최광원 , 최지민 , 이도현 , 이상민 , 이세희 , 이수진 , 한재욱 , 이은비 , 이재웅 , 이정수 , 이주원 , 서정연 , 고준 , 전준영 , 이호정 , 배유람 , 이승희 , 류경수 , 정원중 , 이수인 , 김강현 , 최홍일 , 정동훈 , 안성봉 , 양현진 , 서도빈 , 지찬 , 이규성 , 변우석 , 박재홍 , 태윤",2016-11-21,2017-02-23,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,"(주)무비락 , (주)도서관옆스튜디오 , 베리굿스튜디오(주)",2017-08-09,
